Source,Target
GPX:D' R2 D R U R' D' R U' R D,GXP:D' R' U R' D R U' R' D' R2 D
GPX:D' R2 D R U R' D' R U' R D,JPX:U' D' R2 D R U R' D' R U' R U D
GPY:R B R' D' R' D R U R' D' R U' D R B' R',JGY:D' R' D R U R' D' R U' D
GPY:R B R' D' R' D R U R' D' R U' D R B' R',GYP:R B R' U D' R' D R U' R' D' R D R B' R'
GPZ:R B R2 D' R U R' D R U' R B' R',JGZ:R' D' R U R' D R U'
GPZ:R B R2 D' R U R' D R U' R B' R',GZP:R B R' U R' D' R U' R' D R2 B' R'
GPZ:R B R2 D' R U R' D R U' R B' R',JPZ:U' R B R2 D' R U R' D R U' R B' R' U
GPZ:R B R2 D' R U R' D R U' R B' R',JTZ:D' R U R' D R U' R'
GQA:U2 R D' R' U2 R D R',JOB:R U2 R D' R' U2 R D R2
GQA:U2 R D' R' U2 R D R',GTA:U2 D R D' R' U2 R D R' D'
GQA:U2 R D' R' U2 R D R',JDQ:U' R D' R' U2 R D R' U'
GQA:U2 R D' R' U2 R D R',JQD:U R D' R' U2 R D R' U
GQB:R' F R2 D' R' U' R D R' U R' F' R,JZO:R2 D' R' U' R D R' U R'
GQC:U' R2 D' R' U R D R' U' R' U,JEO:R2 D' R' U R D R' U' R'
GQD:U R D' R' U' R D R',JOE:R U R D' R' U' R D R2
GQD:U R D' R' U' R D R',GTD:U D R D' R' U' R D R' D'
GQD:U R D' R' U' R D R',JAQ:U' R D' R' U' R D R' U2
GQD:U R D' R' U' R D R',JQG:R D' R' U' R D R' U
GQE:R U R' U' R D' R' U R U' D R',GTE:D R U R' U' R D' R' U R U' D R' D'
GQE:R U R' U' R D' R' U R U' D R',JCP:U2 R U R' U' R D' R' U R U' D R' U2
GQF:D' R B2 R' D R D' B2 D R',GTF:R B2 R' D R D' B2 D R' D'
GQM:D' R B R' D R D' B' D R',WSP:R' D' R B R' D R D' B' D
GQM:D' R B R' D R D' B' D R',GTP:R B R' D R D' B' D R' D'
GQM:D' R B R' D R D' B' D R',WRP:R' U R D' R B R' D R D' B' D R2 U' R
GQN:U R' F' R U' R D' R' U R D R2 F R U',JQN:R' F' R U' R D' R' U R D R2 F R
GQN:U R' F' R U' R D' R' U R D R2 F R U',WRO:R' U R' F' R U' R D' R' U R D R2 F R U' R
GQR:U R D' R2 D R U R' D' R U' R D R' U',JQR:R D' R2 D R U R' D' R U' R D R'
GQR:U R D' R2 D R U R' D' R U' R D R' U',GRQ:U R D' R' U R' D R U' R' D' R2 D R' U'
GQR:U R D' R2 D R U R' D' R U' R D R' U',XSP:R' U R D' R2 D R U R' D' R U' R D R' U' R
GQS:U R' U R2 D' R' U' R D R' U R' U' R U',JQS:R' U R2 D' R' U' R D R' U R' U' R
GQS:U R' U R2 D' R' U' R D R' U R' U' R U',GSQ:U R' U R U' R D' R' U R D R2 U' R U'
GQS:U R' U R2 D' R' U' R D R' U R' U' R U',XRO:R' U R' U R2 D' R' U' R D R' U R' U' R U' R
GQT:U' D' R' U R D R' U' R U,JOH:R U' D' R' U R D R' U' R U R'
GQT:U' D' R' U R D R' U' R U,JYO:R2 U' D' R' U R D R' U' R U R2
GQT:U' D' R' U R D R' U' R U,GTQ:U' R' U R D' R' U' R U D
GQT:U' D' R' U R D R' U' R U,GTZ:U' R' U R D R' U' R U D'
GQW:R' F' R U' D' R D R' U' R D' R' U2 D R' F R,GWQ:R' F' R U2 D' R D R' U R D' R' U D R' F R
GQW:R' F' R U' D' R D R' U' R D' R' U2 D R' F R,WTQ:R2 F' R U' D' R D R' U' R D' R' U2 D R' F R2
GQX:D' R2 U D R U' R' D' R U R' U' R2 D,GTW:R2 U D R U' R' D' R U R' U' R2
GQX:D' R2 U D R U' R' D' R U R' U' R2 D,GXQ:D' R2 U R U' R' D R U R' U' D' R2 D
GQY:R' B' R2 D' R' U R D R' U' R' B R,JEO:R2 D' R' U R D R' U' R'
GQY:R' B' R2 D' R' U R D R' U' R' B R,GYQ:R' B' R U R D' R' U' R D R2 B R
GQZ:R U' R' U' R D' R' U R U D R',JSP:U' R' U' R D' R' U R U D
GQZ:R U' R' U' R D' R' U R U D R',GTN:D R U' R' U' R D' R' U R U D R' D'
GQZ:R U' R' U' R D' R' U R U D R',GZQ:R U' D' R' U' R D R' U R U R'
GQZ:R U' R' U' R D' R' U R U D R',XPR:R U' R U' R' U' R D' R' U R U D R' U R'
GRA:U R D' R' U2 R' D R U2 R' D' R2 D R' U',JRD:R D' R' U2 R' D R U2 R' D' R2 D R'
GRB:U D R U R D' R' U' R D R2 U' D',JRE:D R U R D' R' U' R D R2 D'
GRD:U R D' R' U R' D R U' R' D' R U' R D R',GXS:D' R' U R' D R U' R' D' R U' R D R' U R
GRD:U R D' R' U R' D R U' R' D' R U' R D R',JIE:R U R D' R' U R' D R U' R' D' R U' R D R2
GRD:U R D' R' U R' D R U' R' D' R U' R D R',JRG:R D' R' U R' D R U' R' D' R U' R D R' U
GRE:R' U R U2 R D R' U2 R D' R2 U' R,JIF:U R U2 R D R' U2 R D' R2 U'
GRF:D R' U D' R D R' U2 R D' R' U D R D',JID:R D R' U D' R D R' U2 R D' R' U D R D' R'
GRM:R' U R U' D R' D' R U2 R' D R U' D' R' U' R,JWB:R U' D R' D' R U2 R' D R U' D' R'
GRN:U D R U' R D' R' U R D R2 U' D',JRN:D R U' R D' R' U R D R2 D'
GRN:U D R U' R D' R' U R D R2 U' D',XMS:R' U D R U' R D' R' U R D R2 U' D' R
GRO:R' U R U2 D' R D R' U2 R D' R' D R' U' R,JQB:R U2 D' R D R' U2 R D' R' D R'
GRP:R' U R U2 R D' R' U2 R D R2 U' R,JIQ:U R U2 R D' R' U2 R D R2 U'
GRP:R' U R U2 R D' R' U2 R D R2 U' R,JRP:U' R' U R U2 R D' R' U2 R D R2 U' R U
GRQ:U R D' R' U R' D R U' R' D' R2 D R' U',JRQ:R D' R' U R' D R U' R' D' R2 D R'
GRQ:U R D' R' U R' D R U' R' D' R2 D R' U',XPS:R' U R D' R' U R' D R U' R' D' R2 D R' U' R
GRW:R' U R U' R' D R U2 R' D' R U' R' U' R,JIM:U R U' R' D R U2 R' D' R U' R' U'
GRW:R' U R U' R' D R U2 R' D' R U' R' U' R,GWR:R' U R U R' D R U2 R' D' R U R' U' R
GRX:R' U R U' D' R' D R U2 R' D' R U' D R' U' R,JSB:R U' D' R' D R U2 R' D' R U' D R'
GRX:R' U R U' D' R' D R U2 R' D' R U' D R' U' R,GXR:R' U R U D' R' D R U2 R' D' R U D R' U' R
GRY:R' U R U' R' D' R U2 R' D R U' R' U' R,JIS:U R U' R' D' R U2 R' D R U' R' U'
GRY:R' U R U' R' D' R U2 R' D R U' R' U' R,GYR:R' U R U R' D' R U2 R' D R U R' U' R
GRZ:R' U D R U2 R D' R' U2 R D R2 U' D' R,JIT:U D R U2 R D' R' U2 R D R2 U' D'
GRZ:R' U D R U2 R D' R' U2 R D R2 U' D' R,GZR:R' U D R2 D' R' U2 R D R' U2 R' U' D' R
GSA:U2 R D R' U2 R D' R',JGB:R U2 R D R' U2 R D' R2
GSA:U2 R D R' U2 R D' R',GWZ:R F' R' U2 R D R' U2 R D' F R'
GSA:U2 R D R' U2 R D' R',JDS:U' R D R' U2 R D' R' U'
GSA:U2 R D R' U2 R D' R',JSD:U R D R' U2 R D' R' U
GSB:R' F R2 D R' U' R D' R' U R' F' R,JSG:R D R' U' R D' R' U
GSB:R' F R2 D R' U' R D' R' U R' F' R,JFR:U R' F R2 D R' U' R D' R' U R' F' R U'
GSB:R' F R2 D R' U' R D' R' U R' F' R,GYS:D R' U' R D' R' U R
GSD:U R D R' U' R D' R',JGE:R U R D R' U' R D' R2
GSD:U R D R' U' R D' R',JAS:U' R D R' U' R D' R' U2
GSD:U R D R' U' R D' R',JSG:R D R' U' R D' R' U
GSE:R U R' U' R D R' U R U' D' R',JCR:U2 R U R' U' R D R' U R U' D' R' U2
GSE:R U R' U' R D R' U R U' D' R',JSH:U' R U R' U' R D R' U R U' D' R' U
GSM:R' D R' D' R U R' D R U' D' R,JGN:D R' D' R U R' D R U' D'
GSM:R' D R' D' R U R' D R U' D' R,WRQ:B R' D R' D' R U R' D R U' D' R B'
GSM:R' D R' D' R U R' D R U' D' R,JWZ:R D R' D' R U R' D R U' D' R'
GSN:U R' F' R U' R D R' U R D' R2 F R U',JSN:R' F' R U' R D R' U R D' R2 F R
GSO:R' U' D' R D R' U R D' R' D R,JGP:U' D' R D R' U R D' R' D
GSO:R' U' D' R D R' U R D' R' D R,JQZ:R U' D' R D R' U R D' R' D R'
GSP:R' U' R D' R' U R D,GYS:D R' U' R D' R' U R
GSP:R' U' R D' R' U R D,JSP:U' R' U' R D' R' U R U D
GSP:R' U' R D' R' U R D,JGQ:U' R D' R' U R D R'
GSP:R' U' R D' R' U R D,JHF:R B' R' U' R D' R' U R D B R'
GSP:R' U' R D' R' U R D,JOZ:R U' R D' R' U R D R2
GSQ:U R' U R U' R D' R' U R D R2 U' R U',JSQ:R' U R U' R D' R' U R D R2 U' R
GSQ:U R' U R U' R D' R' U R D R2 U' R U',XOR:R' U R' U R U' R D' R' U R D R2 U' R U' R
GSW:R2 D R U R' D' R U' R,JGM:R' D R U R' D' R U'
GSW:R2 D R U R' D' R U' R,WSO:B R2 D R U R' D' R U' R B'
GSW:R2 D R U R' D' R U' R,JSW:U' R2 D R U R' D' R U' R U
GSW:R2 D R U R' D' R U' R,GWS:R' U R' D R U' R' D' R2
GSW:R2 D R U R' D' R U' R,JGA:R F' R2 D R U R' D' R U' R F R'
GSW:R2 D R U R' D' R U' R,JMF:R B' R2 D R U R' D' R U' R B R'
GSW:R2 D R U R' D' R U' R,JNZ:D R U R' D' R U' R'
GSX:R' U' R D' R' U R' D R U R' D' R U' R D,GXS:D' R' U R' D R U' R' D' R U' R D R' U R
GSX:R' U' R D' R' U R' D R U R' D' R U' R D,JEI:R2 D' R' U R' D R U R' D' R U' R D R' U' R'
GSX:R' U' R D' R' U R' D R U R' D' R U' R D,JGR:U' R D' R' U R' D R U R' D' R U' R D R'
GSY:R' U' R D R' U R D',GYS:D R' U' R D' R' U R
GSY:R' U' R D R' U R D',JGS:U' R D R' U R D' R'
GSY:R' U' R D R' U R D',JGW:R F' R' U' R D R' U R D' F R'
GSY:R' U' R D R' U R D',JSN:R' F' R U' R D R' U R D' R2 F R
GSY:R' U' R D R' U R D',GYE:R2 U R U' R D R' U R D' R2 U' R2
GSY:R' U' R D R' U R D',JGD:R' B' R U' R D R' U R D' R2 B R
GSZ:R' U' D R D' R' U R D R' D' R,JGT:U' D R D' R' U R D R' D'
GSZ:R' U' D R D' R' U R D R' D' R,GZS:R' D R D' R' U' R D R' U D' R
GTA:U2 D R D' R' U2 R D R' D',JHB:R U2 D R D' R' U2 R D R' D' R'
GTA:U2 D R D' R' U2 R D R' D',JDT:U' D R D' R' U2 R D R' U' D'
GTA:U2 D R D' R' U2 R D R' D',JTD:U D R D' R' U2 R D R' U D'
GTB:U R U2 R' D' R U' R' D R U' R' U',JTE:R U2 R' D' R U' R' D R U' R'
GTC:R' U' R U R D R' U' R D' R2 U R,JGE:R U R D R' U' R D' R2
GTC:R' U' R U R D R' U' R D' R2 U R,JTF:U' R' U' R U R D R' U' R D' R2 U R U
GTD:U D R D' R' U' R D R' D',JAT:U' D R D' R' U' R D R' U2 D'
GTD:U D R D' R' U' R D R' D',JHE:R U D R D' R' U' R D R' D' R'
GTD:U D R D' R' U' R D R' D',JTG:D R D' R' U' R D R' U D'
GTO:U R2 D' R2 U' R' U R2 D R2 U' R,JHP:R U R2 D' R2 U' R' U R2 D R2 U'
GTO:U R2 D' R2 U' R' U R2 D R2 U' R,JTO:R2 D' R2 U' R' U R2 D R2 U' R U
GTO:U R2 D' R2 U' R' U R2 D R2 U' R,XOT:R' U R2 D' R2 U' R' U R2 D R2 U' R2
GTP:R B R' D R D' B' D R' D',XPT:B R' D R D' B' D R' D' R
GTQ:U' R' U R D' R' U' R U D,JOY:R2 U' R' U R D' R' U' R U D R2
GTQ:U' R' U R D' R' U' R U D,GZT:U' D R' U R D' R' U' R U
GTQ:U' R' U R D' R' U' R U D,JHO:R U' R' U R D' R' U' R U D R'
GTW:R2 U D R U' R' D' R U R' U' R2,JMY:U D R U' R' D' R U R' U'
GTW:R2 U D R U' R' D' R U R' U' R2,GWT:R2 U R U' R' D R U R' U' D' R2
GTW:R2 U D R U' R' D' R U R' U' R2,JHM:R' U D R U' R' D' R U R' U' R
GTW:R2 U D R U' R' D' R U R' U' R2,JTW:U' R2 U D R U' R' D' R U R' U' R2 U
GTX:U' R' U D R D' R' U' R D R' D' R U,GXT:U' R' D R D' R' U R D R' U' D' R U
GTY:D' R U' R' U R' D R U' R' D' R2 U R' D,GZM:R U' R' U R' D R U' R' D' R2 U R'
GTY:D' R U' R' U R' D R U' R' D' R2 U R' D,GYT:D' R U' R2 D R U R' D' R U' R U R' D
GTZ:U' R' U R D R' U' R U D',GZT:U' D R' U R D' R' U' R U
GTZ:U' R' U R D R' U' R U D',JHT:R U' R' U R D R' U' R U D' R'
GWC:R' U' R' D R U R' D' R2,JEM:U R' U' R' D R U R' D' R2 U'
GWC:R' U' R' D R U R' D' R2,JWF:U' R' U' R' D R U R' D' R2 U
GWC:R' U' R' D R U R' D' R2,GXC:D' R' U' R' D R U R' D' R2 D
GWC:R' U' R' D R U R' D' R2,JMA:U' R' D R U R' D' R
GWC:R' U' R' D R U R' D' R2,JTM:R F R' U' R' D R U R' D' R2 F' R'
GWE:U R' U' R2 D R2 U R U' R2 D' R2,GYW:R2 D R2 U R U' R2 D' R2 U R' U'
GWE:U R' U' R2 D R2 U R U' R2 D' R2,JWH:R' U' R2 D R2 U R U' R2 D' R2 U
GWF:R' U2 R' D R U2 R' D' R2,GXF:D' R' U2 R' D R U2 R' D' R2 D
GWF:R' U2 R' D R U2 R' D' R2,JWI:U' R' U2 R' D R U2 R' D' R2 U
GWF:R' U2 R' D R U2 R' D' R2,JMD:U2 R' D R U2 R' D' R
GWO:R' F' R U2 R D' R' U R D R' U R' F R,WOT:R2 F' R U2 R D' R' U R D R' U R' F R2
GWP:R D' B R' D R D' B' D R' D' R D R',XPT:B R' D R D' B' D R' D' R
GWQ:R' F' R U2 D' R D R' U R D' R' U D R' F R,WQT:R2 F' R U2 D' R D R' U R D' R' U D R' F R2
GWR:R' U R U R' D R U2 R' D' R U R' U' R,JMI:U R U R' D R U2 R' D' R U R' U'
GWS:R' U R' D R U' R' D' R2,GXP:D' R' U R' D R U' R' D' R2 D
GWS:R' U R' D R U' R' D' R2,JZN:R U R' D R U' R' D'
GWS:R' U R' D R U' R' D' R2,WOS:B R' U R' D R U' R' D' R2 B'
GWS:R' U R' D R U' R' D' R2,JWS:U' R' U R' D R U' R' D' R2 U
GWS:R' U R' D R U' R' D' R2,JAG:R F' R' U R' D R U' R' D' R2 F R'
GWS:R' U R' D R U' R' D' R2,JFM:R B' R' U R' D R U' R' D' R2 B R'
GWS:R' U R' D R U' R' D' R2,JMG:U R' D R U' R' D' R
GWT:R2 U R U' R' D R U R' U' D' R2,JYM:U R U' R' D R U R' U' D'
GWT:R2 U R U' R' D R U R' U' D' R2,GXQ:D' R2 U R U' R' D R U R' U' D' R2 D
GWT:R2 U R U' R' D R U R' U' D' R2,JMH:R' U R U' R' D R U R' U' D' R
GWT:R2 U R U' R' D R U R' U' D' R2,JWT:U' R2 U R U' R' D R U R' U' D' R2 U
GWX:R' F' R U' R' D' R U R' D F R,GXW:R' F' D' R U' R' D R U R' F R
GWY:U R U' R2 D R2 U R' U' R2 D' R2,GYW:R2 D R2 U R U' R2 D' R2 U R' U'
GWY:U R U' R2 D R2 U R' U' R2 D' R2,JWY:R U' R2 D R2 U R' U' R2 D' R2 U
GWZ:R F' R' U2 R D R' U2 R D' F R',GZW:R F' D R' U2 R D' R' U2 R F R'
GXA:R' D R U2 R D' R' U2 R D R2 D' R,JRB:D R U2 R D' R' U2 R D R2 D'
GXA:R' D R U2 R D' R' U2 R D R2 D' R,JDX:U R' D R U2 R D' R' U2 R D R2 D' R U'
GXB:U' R B' R' U R' D' R U' R' D R2 B R' U,JFZ:R B' R' U R' D' R U' R' D R2 B R'
GXC:D' R' U' R' D R U R' D' R2 D,JXF:U' D' R' U' R' D R U R' D' R2 U D
GXC:D' R' U' R' D R U R' D' R2 D,JRA:R D' R' U' R' D R U R' D' R2 D R'
GXD:R' D R U R D' R' U' R D R2 D' R,JRE:D R U R D' R' U' R D R2 D'
GXE:U2 R' U' D' R U R' D R U' R' U R U2,JCZ:R' U' D' R U R' D R U' R' U R
GXE:U2 R' U' D' R U R' D R U' R' U R U2,JXH:U R' U' D' R U R' D R U' R' U R U'
GXF:D' R' U2 R' D R U2 R' D' R2 D,JRD:R D' R' U2 R' D R U2 R' D' R2 D R'
GXF:D' R' U2 R' D R U2 R' D' R2 D,JXI:U' D' R' U2 R' D R U2 R' D' R2 U D
GXM:R' D R U' R D' R' U R D R2 D' R,JRN:D R U' R D' R' U R D R2 D'
GXM:R' D R U' R D' R' U R D R2 D' R,JXM:U' R' D R U' R D' R' U R D R2 D' R U
GXN:U R U' R' U2 R' D R U2 R' D' R2 U R' U',JXN:R U' R' U2 R' D R U2 R' D' R2 U R'
GXP:D' R' U R' D R U' R' D' R2 D,JRQ:R D' R' U R' D R U' R' D' R2 D R'
GXP:D' R' U R' D R U' R' D' R2 D,JXP:U' D' R' U R' D R U' R' D' R2 U D
GXR:R' U R U D' R' D R U2 R' D' R U D R' U' R,JBS:R U D' R' D R U2 R' D' R U D R'
GXS:D' R' U R' D R U' R' D' R U' R D R' U R,JRG:R D' R' U R' D R U' R' D' R U' R D R' U
GXS:D' R' U R' D R U' R' D' R U' R D R' U R,JIE:R U R D' R' U R' D R U' R' D' R U' R D R2
GYA:U' D' R' D R U2 R' D' R U' D,JSB:R U' D' R' D R U2 R' D' R U' D R'
GYA:U' D' R' D R U2 R' D' R U' D,JDY:D' R' D R U2 R' D' R U2 D
GYA:U' D' R' D R U2 R' D' R U' D,JYD:U2 D' R' D R U2 R' D' R D
GYB:U R U R' U' R' D' R U R' D R2 U' R' U',JYE:R U R' U' R' D' R U R' D R2 U' R'
GYC:R' U2 R D R' U R D' R' U R,JSA:U2 R D R' U R D' R' U
GYC:R' U2 R D R' U R D' R' U R,JYF:U' R' U2 R D R' U R D' R' U R U
GYD:U2 D' R' D R U' R' D' R U' D,JAY:D' R' D R U' R' D' R U D
GYD:U2 D' R' D R U' R' D' R U' D,JSE:R U2 D' R' D R U' R' D' R U' D R'
GYD:U2 D' R' D R U' R' D' R U' D,JYG:U D' R' D R U' R' D' R D
GYE:R2 U R U' R D R' U R D' R2 U' R2,JGS:U' R D R' U R D' R'
GYF:R' U R D R' U2 R D' R' U R,JSD:U R D R' U2 R D' R' U
GYF:R' U R D R' U2 R D' R' U R,JWD:R F' R' U R D R' U2 R D' R' U R F R'
GYF:R' U R D R' U2 R D' R' U R,JYI:U' R' U R D R' U2 R D' R' U R U
GYM:U' R U2 R' D R U2 R' U D',JDZ:R' D' R U2 R' D R U2
GYO:U R2 U' D' R' U R D R' U' R U R2 U',JYO:R2 U' D' R' U R D R' U' R U R2
GYP:R B R' U D' R' D R U' R' D' R D R B' R',JYG:U D' R' D R U' R' D' R D
GYQ:R' B' R U R D' R' U' R D R2 B R,JOE:R U R D' R' U' R D R2
GYR:R' U R U R' D' R U2 R' D R U R' U' R,JSI:U R U R' D' R U2 R' D R U R' U'
GYS:D R' U' R D' R' U R,JSG:R D R' U' R D' R' U
GYS:D R' U' R D' R' U R,JNS:R' F' R2 D R' U' R D' R' U R' F R
GYS:D R' U' R D' R' U R,JDG:R' B' R2 D R' U' R D' R' U R' B R
GYS:D R' U' R D' R' U R,JWG:R F' D R' U' R D' R' U R F R'
GYS:D R' U' R D' R' U R,JSP:U' R' U' R D' R' U R U D
GYW:R2 D R2 U R U' R2 D' R2 U R' U',JYW:U' R2 D R2 U R U' R2 D' R2 U R'
GZA:U' R' D' R U2 R' D R U',JZD:U2 R' D' R U2 R' D R
GZA:U' R' D' R U2 R' D R U',JTB:R U' R' D' R U2 R' D R U' R'
GZA:U' R' D' R U2 R' D R U',JCS:R' U' R' D' R U2 R' D R U' R
GZA:U' R' D' R U2 R' D R U',JDZ:R' D' R U2 R' D R U2
GZB:R U' R D R' U' R D' R' U2 R',JAS:U' R D R' U' R D' R' U2
GZB:R U' R D R' U' R D' R' U2 R',XWT:R2 F' R U' R D R' U' R D' R' U2 R' F R2
GZC:R' U2 D R D' R' U R D R' U D' R,JTA:U2 D R D' R' U R D R' U D'
GZD:U2 R' D' R U' R' D R U',JTE:R U2 R' D' R U' R' D R U' R'
GZD:U2 R' D' R U' R' D R U',JZG:U R' D' R U' R' D R
GZD:U2 R' D' R U' R' D R U',JAZ:R' D' R U' R' D R U
GZD:U2 R' D' R U' R' D R U',JFS:R' U2 R' D' R U' R' D R U' R
GZE:R U' R D R' U2 R D' R' U' R',JDS:U' R D R' U2 R D' R' U'
GZF:R' U D R D' R' U2 R D R' U D' R,JTD:U D R D' R' U2 R D R' U D'
GZF:R' U D R D' R' U2 R D R' U D' R,JXR:R U' R' U D R D' R' U2 R D R' U D' R U R'
GZM:R U' R' U R' D R U' R' D' R2 U R',JWS:U' R' U R' D R U' R' D' R2 U
GZM:R U' R' U R' D R U' R' D' R2 U R',JZM:U' R U' R' U R' D R U' R' D' R2 U R' U
GZN:U R U R' D R U' R' U' D',JTZ:D' R U R' D R U' R'
GZN:U R U R' D R U' R' U' D',JMS:R' U R U R' D R U' R' U' D' R
GZN:U R U R' D R U' R' U' D',JZN:R U R' D R U' R' D'
GZO:U R2 D' R' U' R D R' U R' U',JZO:R2 D' R' U' R D R' U R'
GZO:U R2 D' R' U' R D R' U R' U',JQS:R' U R2 D' R' U' R D R' U R' U' R
GZP:R B R' U R' D' R U' R' D R2 B' R',JZT:R U R' D' R U' R' D
GZP:R B R' U R' D' R U' R' D R2 B' R',JZP:U' R B R' U R' D' R U' R' D R2 B' R' U
GZP:R B R' U R' D' R U' R' D R2 B' R',JZG:U R' D' R U' R' D R
GZQ:R U' D' R' U' R D R' U R U R',JPS:U' D' R' U' R D R' U R U
GZQ:R U' D' R' U' R D R' U R U R',XRP:R U' R U' D' R' U' R D R' U R U R' U R'
GZR:R' U D R2 D' R' U2 R D R' U2 R' U' D' R,JTI:U D R2 D' R' U2 R D R' U2 R' U' D'
GZS:R' D R D' R' U' R D R' U D' R,JTG:D R D' R' U' R D R' U D'
GZT:U' D R' U R D' R' U' R U,JTH:R U' D R' U R D' R' U' R U R'
JAD:R' U' D' R' D R U' R' D' R U2 D R,JDA:R' U2 D' R' D R U R' D' R U D R
JAE:U' R2 D R' U2 R D' R' U2 R' U,JBG:R2 D R' U2 R D' R' U2 R'
JAE:U' R2 D R' U2 R D' R' U2 R' U,JEA:U' R U2 R D R' U2 R D' R2 U
JAE:U' R2 D R' U2 R D' R' U2 R' U,JFI:U R2 D R' U2 R D' R' U2 R' U'
JAF:U' R' U' R' D' R U R' D R2 U,JCG:R' U' R' D' R U R' D R2
JAF:U' R' U' R' D' R U R' D R2 U,JFA:U' R2 D' R U' R' D R U R U
JAG:R F' R' U R' D R U' R' D' R2 F R',JGA:R F' R2 D R U R' D' R U' R F R'
JAH:R' U' D' R' D R U R' D' R D R,JYA:U' D' R' D R U R' D' R D
JAH:R' U' D' R' D R U R' D' R D R,JHA:R' D' R' D R U' R' D' R U D R
JAI:U' R' U2 R' D' R U2 R' D R2 U,JXC:R U' R' U2 R' D' R U2 R' D R2 U R'
JAI:U' R' U2 R' D' R U2 R' D R2 U,JFG:R' U2 R' D' R U2 R' D R2
JAI:U' R' U2 R' D' R U2 R' D R2 U,JIA:U' R2 D' R U2 R' D R U2 R U
JAM:R' D R U' R' D' R U,JAY:D' R' D R U' R' D' R U D
JAM:R' D R U' R' D' R U,JMG:U R' D R U' R' D' R
JAM:R' D R U' R' D' R U,JMA:U' R' D R U R' D' R
JAM:R' D R U' R' D' R U,JOD:R' U' D' R D R U' R' D' R U R2 U D R
JAN:D R' D' R U' R' D R U D',JAZ:R' D' R U' R' D R U
JAN:D R' D' R U' R' D R U D',JNG:U D R' D' R U' R' D R D'
JAN:D R' D' R U' R' D R U D',JNA:U' D R' D' R U R' D R D'
JAO:R' B D' R U' R' D R U R' B' R,JOA:R' B R U' R' D' R U R' D B' R
JAP:U' D' R D R' U' R D' R' U2 D,JAS:U' R D R' U' R D' R' U2
JAP:U' D' R D R' U' R D' R' U2 D,JPA:U2 D' R D R' U R D' R' U D
JAP:U' D' R D R' U' R D' R' U2 D,JPG:D' R D R' U' R D' R' U D
JAQ:U' R D' R' U' R D R' U2,JAT:U' D R D' R' U' R D R' U2 D'
JAQ:U' R D' R' U' R D R' U2,JQA:U2 R D' R' U R D R' U
JAQ:U' R D' R' U' R D R' U2,JQG:R D' R' U' R D R' U
JAR:R D' R2 D R U' R' D' R U R D R',JRA:R D' R' U' R' D R U R' D' R2 D R'
JAS:U' R D R' U' R D' R' U2,JSA:U2 R D R' U R D' R' U
JAS:U' R D R' U' R D' R' U2,JSG:R D R' U' R D' R' U
JAT:U' D R D' R' U' R D R' U2 D',JTA:U2 D R D' R' U R D R' U D'
JAT:U' D R D' R' U' R D R' U2 D',JTG:D R D' R' U' R D R' U D'
JAW:R2 F R U R' D' R U2 R' D R U R' F' R2,JBT:R U R' D' R U2 R' D R U R'
JAW:R2 F R U R' D' R U2 R' D R U R' F' R2,JWA:R2 F R U' R' D' R U2 R' D R U' R' F' R2
JAX:R' D R U' R D' R' U' R D R' U R' D' R U,JXG:U R' D R U' R D' R' U' R D R' U R' D' R
JAX:R' D R U' R D' R' U' R D R' U R' D' R U,JIB:R2 D R U' R D' R' U' R D R' U R' D' R U R
JAX:R' D R U' R D' R' U' R D R' U R' D' R U,JXA:U' R' D R U' R D' R' U R D R' U R' D' R
JAX:R' D R U' R D' R' U' R D R' U R' D' R U,JZR:R U R' D R U' R D' R' U' R D R' U R' D'
JAY:D' R' D R U' R' D' R U D,JYG:U D' R' D R U' R' D' R D
JAY:D' R' D R U' R' D' R U D,JHA:R' D' R' D R U' R' D' R U D R
JAY:D' R' D R U' R' D' R U D,JYA:U' D' R' D R U R' D' R D
JAZ:R' D' R U' R' D R U,JZG:U R' D' R U' R' D R
JAZ:R' D' R U' R' D R U,JGC:R2 D' R U' R' D R U R
JAZ:R' D' R U' R' D R U,JZA:U' R' D' R U R' D R
JBD:R' F R U D R' D' R U R' D R U2 D' R' F' R,JEW:R U D R' D' R U R' D R U2 D' R'
JBD:R' F R U D R' D' R U R' D R U2 D' R' F' R,JDB:R' F R U2 D R' D' R U' R' D R U' D' R' F' R
JBE:R2 D R' U2 R D' R' U' R D R' U' R D' R2,JEB:R2 D R' U R D' R' U R D R' U2 R D' R2
JBF:R2 U' R U R' D' R U2 R' D R U R' U R2,JFB:R2 U' R U' R' D' R U2 R' D R U' R' U R2
JBG:R2 D R' U2 R D' R' U2 R',JFI:U R2 D R' U2 R D' R' U2 R' U'
JBG:R2 D R' U2 R D' R' U2 R',JGB:R U2 R D R' U2 R D' R2
JBH:R D R D' R' U2 R D R' U2 D' R',JCD:U' R D R D' R' U2 R D R' U2 D' R' U
JBH:R D R D' R' U2 R D R' U2 D' R',JHB:R U2 D R D' R' U2 R D R' D' R'
JBI:R' U' R' D R U' R D' R' U R D R' U R' D' R2,JRZ:D R U' R D' R' U R D R' U R' D' R U' R'
JBI:R' U' R' D R U' R D' R' U R D R' U R' D' R2,JIB:R2 D R U' R D' R' U' R D R' U R' D' R U R
